,Rhyme,Kind,Line count
726,"['Are these delights that one would wish to gain?', 'Is this the Elysium of a sober brain?', 'To wait for happiness in female smiles,', 'Bear all her scorn, be caught with all her wiles,']",aabb,4
727,"['With prayers, with bribes, with lies, her pity crave,', 'Bless her hard bonds, and boast to be her slave;', 'To feel, for trifles, a distracting train', 'Of hopes and terrors equally in vain;']",aabb,4
728,"['This hour to tremble, and the next to glow,', 'Can Pride, can Sense, can Reason, stoop so low?', 'When Virtue, at an easier price, displays', 'The sacred wreaths of honourable praise;']",aabb,4
729,"['When Wisdom utters her divine decree,', 'To laugh at pompous Folly, and be free.', 'I bid adieu, then, to these woful scenes;', 'I bid adieu to all the sex of queens;']",aabb,4
730,"['Adieu to every suffering, simple soul,', ""That lets a woman's will his ease control."", 'There laugh, ye witty; and rebuke, ye grave!', ""For me, I scorn to boast that I'm a slave.""]",aabb,4
731,"['I bid the whining brotherhood be gone:', 'Joy to my heart! my wishes are my own!', 'Farewell the female heaven, the female hell;', 'To the great God of Love a glad farewell.']",aabb,4
732,"['Is this the triumph of thy awful name?', ""Are these the splendid hopes that urg'd thy aim,"", ""When first my bosom own'd thy haughty sway?"", 'When thus Minerva heard thee boasting, say,']",aabb,4
733,"['“Go, martial maid, elsewhere thy arts employ,', 'Nor hope to shelter that devoted boy,', 'Go teach the solemn sons of Care and Age,', 'The pensive statesman, and the midnight sage:']",aabb,4
734,"['The young with me must other lessons prove,', 'Youth calls for Pleasure, Pleasure calls for Love.', 'Behold, his heart thy grave advice disdains;', 'Behold, I bind him in eternal chains.”']",aabb,4
735,"['Alas! great Love, how idle was the boast!', 'Thy chains are broken, and thy lessons lost;', ""Thy wilful rage has tir'd my suffering heart,"", ""And passion, reason, forc'd thee to depart.""]",aabb,4
736,"['But wherefore dost thou linger on thy way?', 'Why vainly search for some pretence to stay,', 'When crowds of vassals court thy pleasing yoke,', 'And countless victims bow them to the stroke?']",aabb,4
737,"['Lo! round thy shrine a thousand youths advance,', 'Warm with the gentle ardours of romance;', 'Each longs to assert thy cause with feats of arms,', ""And make the world confess Dulcinea's charms.""]",aabb,4
738,"[""Ten thousand girls with flowery chaplets crown'd,"", 'To groves and streams thy tender triumph sound:', 'Each bids the stream in murmurs speak her flame,', ""Each calls the grove to sigh her shepherd's name.""]",aabb,4
739,"['But, if thy pride such easy honour scorn,', 'If nobler trophies must thy toil adorn,', 'Behold yon flowery antiquated maid', ""Bright in the bloom of threescore years display'd;""]",aabb,4
740,"['Her shalt thou bind in thy delightful chains,', ""And thrill with gentle pangs her wither'd veins,"", 'Her frosty cheek with crimson blushes dye,', 'With dreams of rapture melt her maudlin eye.']",aabb,4
741,"['Turn then thy labours to the servile crowd,', 'Entice the wary, and control the proud;', 'Make the sad miser his best gains forego,', 'The solemn statesman sigh to be a beau,']",aabb,4
742,"['The bold coquette with fondest passions burn,', ""The Bacchanalian o'er his bottle mourn;"", 'And that chief glory of thy power maintain,', '“To poise ambition in a female brain.”']",aabb,4
743,"['Be these thy triumphs; but no more presume', 'That my rebellious heart will yield thee room:', 'I know thy puny force, thy simple wiles;', 'I break triumphant through thy flimsy toils;']",aabb,4
744,"[""I see thy dying lamp's last languid glow,"", ""Thy arrows blunted and unbrac'd thy bow."", 'I feel diviner fires my breast inflame,', 'To active science, and ingenuous fame;']",aabb,4
745,"['Resume the paths my earliest choice began,', 'And lose, with pride, the lover in the man.']",aabb,2
746,"[""'Twas on a joyless and a gloomy morn,"", 'Wet was the grass, and hung with pearls the thorn,', 'When Damon, who designed to pass the day', 'With hounds and horns, and chase the flying prey,']",aabb,4
747,"['Rose early from his bed; but soon he found', 'The welkin pitched with sullen clouds around,', 'An eastern wind, and dew upon the ground.', 'Thus while he stood, and sighing did survey']",aabb,4
748,"['The fields, and curst the ill omens of the day,', 'He saw Menalcas come with heavy pace:', 'Wet were his eyes, and cheerless was his face:', 'He wrung his hands, distracted with his care,']",aabb,4
749,"['And sent his voice before him from afar.', '“Return,” he cried, “return, unhappy swain,', 'The spongy clouds are filled with gathering rain:', 'The promise of the day not only crossed,']",aabb,4
750,"['But even the spring, the spring itself is lost.', 'Amyntas—oh!”—he could not speak the rest,', 'Nor needed, for presaging Damon guessed.', 'Equal with heaven young Damon loved the boy,']",aabb,4
751,"[""The boast of nature, both his parents' joy."", 'His graceful form revolving in his mind;', 'So great a genius, and a soul so kind,', 'Gave sad assurance that his fears were true;']",aabb,4
752,"['Too well the envy of the gods he knew:', 'For when their gifts too lavishly are placed,', 'Soon they repent, and will not make them last.', 'For sure it was too bountiful a dole,']",aabb,4
753,"[""The mother's features, and the father's soul."", 'Then thus he cried:—“The morn bespoke the news;', 'The morning did her cheerful light diffuse;', 'But see how suddenly she changed her face,']",aabb,4
754,"[""And brought on clouds and rain, the day's disgrace;"", 'Just such, Amyntas, was thy promised race.', 'What charms adorned thy youth, where nature smiled,', 'And more than man was given us in a child!']",aabb,4
755,"['His infancy was ripe; a soul sublime', 'In years so tender that prevented time:', 'Heaven gave him all at once; then snatched away,', 'Ere mortals all his beauties could survey;']",aabb,4
756,"['Just like the flower that buds and withers in a day.”', 'MENALCAS.', 'The mother, lovely, though with grief opprest,', 'Reclined his dying head upon her breast.']",aabb,4
757,"['The mournful family stood all around;', 'One groan was heard, one universal sound:', 'All were in floods of tears and endless sorrow drowned.', 'So dire a sadness sat on every look,']",aabb,4
758,"['Even Death repented he had given the stroke.', 'He grieved his fatal work had been ordained,', 'But promised length of life to those who yet remained.', ""The mother's and her eldest daughter's grace,""]",aabb,4
759,"['It seems, had bribed him to prolong their space.', 'The father bore it with undaunted soul,', 'Like one who durst his destiny control;', 'Yet with becoming grief he bore his part,']",aabb,4
760,"['Resigned his son, but not resigned his heart.', 'Patient as Job; and may he live to see,', 'Like him, a new increasing family!', 'Such is my wish, and such my prophecy;']",aabb,4
761,"['For yet, my friend, the beauteous mould remains;', 'Long may she exercise her fruitful pains!', 'But, ah! with better hap, and bring a race', 'More lasting, and endued with equal grace!']",aabb,4
762,"['Equal she may, but farther none can go;', 'For he was all that was exact below.', 'Damon, behold yon breaking purple cloud;', ""Hear'st thou not hymns and songs divinely loud?""]",aabb,4
763,"['There mounts Amyntas; the young cherubs play', 'About their godlike mate, and sing him on his way.', 'He cleaves the liquid air; behold, he flies,', 'And every moment gains upon the skies.']",aabb,4
764,"['The new-come guest admires the ethereal state,', 'The sapphire portal, and the golden gate;', 'And now admitted in the shining throng,', 'He shows the passport which he brought along.']",aabb,4
765,"['His passport is his innocence and grace,', 'Well known to all the natives of the place.', 'Now sing, ye joyful angels, and admire', ""Your brother's voice that comes to mend your quire:""]",aabb,4
766,"['Sing you, while endless tears our eyes bestow;', 'For, like Amyntas, none is left below.']",aabb,2
767,"[""So little giv'n at Chapel Door!"", 'This People doubtless must be poor:', 'So much at Gaming thrown away!', 'No Nation sure so rich as they.']",aabb,4
768,"[""Britons, 'twere greatly for your Glory,"", 'Should those, who shall transmit your Story,', 'Their Notions of your Grandeur frame,', 'Not as you give, but as you game.']",aabb,4
769,"['In friendship you need to be cautious', ""Don't be such so presumptuous"", 'Such cockiness reflection of yours, simply', 'can reflect as bad omen to your personality']",aabb,4
770,"['And for being that of an arrogant person', 'Leads you to be anonymous and forgotten']",aabb,2
771,"[""LET not the 'hungry' Bavius' angry stroke"", 'Awake resentment, or your rage provoke;', 'But pitying his distress, let virtue shine,', ""And giving each your bounty, 'let him dine';""]",aabb,4
772,"[""For thus retain'd, as learned counsel can,"", ""Each case, however bad, he'll new japan;"", 'And by a quick transition, plainly show', ""'Twas no defect of yours, but 'pocket low'""]",aabb,4
773,"['Since Milo rallies sacred Writ,', 'To win the Title of a Wit;', ""'Tis pity but he shou'd obtain it,"", 'Who bravely pays his Soul to gain it.']",aabb,4
774,"['Born to be slaves, our fathers freedom sought,', 'And with their blood the precious treasure bought;', 'We their mean offspring our own bondage plot,', 'And, born to freedom, for our chains we vote.']",aabb,4
775,"['The lovers love beloved,', 'The objectives to be loved.']",aabb,2
776,"[""Wood-eater's intent goal,"", 'Passing  night-soil as charcoal.']",aabb,2
777,"['Faggots love pyre;', 'Water loves fire.']",aabb,2
778,"['Frank carves very ill, yet will palm all the meats;', 'He eats more than six, and drinks more than he eats.', 'Four pipes after dinner he constantly smokes,', 'And seasons his whiffs with impertinent jokes:']",aabb,4
779,"['Yet sighing, he says we must certainly break,', 'And my cruel unkindness compels him to speak']",aabb,2
780,"['If breath were made for every man to buy,', 'The poor man could not live, rich would not die.']",aabb,2
781,"['HERE cursing, swearing Burton lies,', 'A buck, a beau, or ""Dem my eyes!""', 'Who in his life did little good,', 'And his last words were ""Dem my blood!""']",aabb,4
782,"[""They're like the Priest and Clerk at Belial's altar;"", ""One makes the Sermon; t'other tunes the Psalter.""]",aabb,2
783,"['The braziers, it seems, are preparing to pass', 'An address, and present it themselves all in brass,', 'A superfluous pageant-for, by the Lord Harry!', ""They'll find where they're going much more than they carry.""]",aabb,4
784,"['Praise in old time the sage Prometheus won,', 'Who stole ethereal radiance from the sun;', 'But greater he, whose bold invention strove', 'To emulate the fiery bolts of Jove.']",aabb,4
785,"['The greatest Gifts that Nature does bestow,', ""Can't unassisted to Perfection grow:"", 'A scanty Fortune clips the Wings of Fame,', 'And checks the Progress of a rising Name;']",aabb,4
786,"[""Each dastard Vertue drags a Captive's Chain,"", 'And moves but slowly, for it moves with Pain.', 'Domestick Cares sit hard upon the Mind,', ""And cramp those Thoughts which shou'd be unconfin'd;""]",aabb,4
787,"['The Cries of Poverty alarm the Soul,', 'Abate its Vigour, its Designs controul:', 'The Stings of Want inflict the Wounds of Death,', 'And Motion always ceases with the Breath.']",aabb,4
788,"['The Love of Friends is found a languid Fire,', 'That glares but faintly, and will soon expire;', 'Weak is its Force, nor can its Warmth be great,', 'A feeble Light begets a feeble Heat.']",aabb,4
789,"['Wealth is the Fuel that must feed the Flame,', 'It dyes in Rags, and scarce deserves a Name.']",aabb,2
790,"['To purify their wine some people bleed', 'A lamb into the barrel, and succeed;', 'No nostrum, planters say, is half so good', ""To make fine sugar, as a negro's blood.""]",aabb,4
791,"['Now lambs and negroes both are harmless things,', 'And thence perhaps this wondrous virtue springs.', ""'Tis in the blood of innocence alone"", 'Good cause why planters never try their own.']",aabb,4
792,"['A Peasant to his lord yearly court,', 'Presenting pippins of so rich a sort', 'That he, displeased to have a part alone,', 'Removed the tree, that all might be his own.']",aabb,4
793,"['The tree, too old to travel, though before', 'So fruitful, withered, and would yield no more.', 'The squire, perceiving all his labour void,', 'Cursed his own pains, so foolishly employed,']",aabb,4
794,"[""And 'Oh,' he cried, 'that I had lived content"", 'With tribute, small indeed, but kindly meant!', 'My avarice has expensive proved to me,', 'Has cost me both my pippins and my tree.']",aabb,4
795,"['YE true ""Loyal Natives"" attend to my song', 'In uproar and riot rejoice the night long;', 'From Envy and Hatred your corps is exempt,', 'But where is your shield from the darts of Contempt!']",aabb,4
796,"['Thy nags, the leanest things alive,', 'So very hard thou lovest to drive,', 'I heard thy anxious coachman say', 'It costs thee more in whips than hay.']",aabb,4
797,"['Christina, maiden of heroic mien!', 'Star of the North! of northern stars the queen!', ""Behold, what wrinkles I have earn'd, and how"", ""The iron cask still chafes my vet'ran brow,""]",aabb,4
798,"[""While following fate's dark footsteps, I fulfill"", ""The dictates of a hardy people's will."", ""But soften'd, in thy sight, my looks appear,"", 'Not to all Queens or Kings alike severe.']",aabb,4
799,"['Naples, too credulous, ah! boast no more', 'The sweet-voiced Siren buried on thy shore,', ""That, when Parthenope deceas'd, she gave"", 'Her sacred dust to a Chalcidic grave,']",aabb,4
800,"['For still she lives, but has exchanged the hoarse', ""Pausilipo for Tiber's placid course,"", 'Where, idol of all Rome, she now in chains,', 'Of magic song both Gods and Men detains.']",aabb,4
801,"[""Another Leonora once inspir'd"", ""Tasso, with fatal love to frenzy fir'd,"", ""But how much happier, liv'd he now, were he,"", 'Pierced with whatever pangs for love of Thee!']",aabb,4
802,"['Since could he hear that heavenly voice of thine,', ""With Adriana's lute of sound divine,"", ""Fiercer than Pentheus' tho' his eye might roll,"", 'Or idiot apathy benumb his soul,']",aabb,4
803,"['You still, with medicinal sounds, might cheer', 'His senses wandering in a blind career;', ""And sweetly breathing thro' his wounded breast,"", 'Charm, with soul-soothing song, his thoughts to rest.']",aabb,4
804,"['We deem them moderate, but Enough implore,', 'What barely will suffice, and ask no more:', 'Who say, (O Jove) a competency give,', ""Neither in Luxury, or Want we'd live.""]",aabb,4
805,"['But what is that, which these Enough do call?', 'If both theIndies unto some should fall,', 'Such Wealth would yet Enough but onely be,', ""And what they'd term not Want, or Luxury.""]",aabb,4
806,"['Among the Suits, O Jove, my humbler take;', 'A little give, I that Enough will make.']",aabb,2
807,"['To Griggs, that learned man, in many a bygone session,', 'His kids were his delight, and physics his profession;', 'Now Griggs, grown old and glum, and less intent on knowledge,', 'Physics himself at home, and sends his kids to college.']",aabb,4
808,"['The Trojan swain had judged the great dispute,', ""And beauty's power obtain'd the golden fruit,"", 'When Venus, loose in all her naked charms,', ""Met Jove's great daughter clad in shining arms,""]",aabb,4
809,"[""The wanton goddess view'd the warlike maid"", 'From head to foot, and tauntingly she said;', 'Yield sister; rival, yield: naked, you see,', 'I vanquish: guess how potent I should be,']",aabb,4
810,"[""If to the field I came in armour dress'd,"", 'Dreadful like thine my shield, and terrible my crest!', 'The warrior goddess with disdain replied,', 'Thy folly, child, is equal to thy pride:']",aabb,4
811,"['Let a brave enemy for once advise,', ""And Venus (if 'tis possible) be wise:"", 'Thou to be strong must put off every dress;', 'Thy only armour is thy nakedness;']",aabb,4
812,"['And more than once (or thou art much belied)', 'By Mars himself that armour has been tried.']",aabb,2
813,"['Now liquid Streams by the fierce Cold do grow', 'As solid as the Rocks from whence they flow;', 'Now Tibers Banks with Ice united meet,', ""And it's firm Stream may well be term'd its Street;""]",aabb,4
814,"[""Now Vot'ries 'fore the Shrines like Statues show,"", 'And scarce the Men from Images we know;', ""Now Winters Palsey seizes ev'ry Age,"", ""And none's so warm, but feels the Seasons Rage;""]",aabb,4
815,"['Even the bright Lillies and triumphant Red', ""Which o're Corinna's youthful cheeks are spred,"", 'Look pale and bleak, and shew a purple hew,', 'And Violets staine, where Roses lately grew.']",aabb,4
816,"['Galla alone, with wonder we behold,', 'Maintain her Spring, and still out-brave the Cold;', 'Her constant white does not to Frost give place,', 'Nor fresh Vermillion fade upon her face:']",aabb,4
817,"['Sure Divine beauty in this Dame does shine?', ""Not Humane, one reply'd, yet not Divine.""]",aabb,2
818,"['Wanton Bellinda loudly does complain,', ""I've chang'd my Love of late into disdain:"", 'Calls me unconstant, cause I now adore', ""The chast Marcella, that lov'd her before.""]",aabb,4
819,"['Sin or Dishonour, me as well may blame,', 'That I repent, or do avoid a shame.']",aabb,2
820,"['Posthumus boasts he does not Thunder fear,', 'And for this cause would Innocent appear;', 'That in his Soul no Terrour he does feel,', ""At threatn'd Vultures, or Ixion's Wheel,""]",aabb,4
821,"['Which fright the Guilty: But when Fabius told', ""What Acts 'gainst Murder lately were enrol'd,"", ""'Gainst Incest, Rapine,—straight upon the Tale"", ""His Colour chang'd, and Posthumus grew pale.""]",aabb,4
822,"['His Impious Courage had no other Root,', 'But that the Villaine, Atheist was to boot.']",aabb,2
823,"['Of all my verse, like not a single line;', 'But like my title, for it is not mine.', 'That title from a better man I stole:', ""Ah, how much better, had I stol'n the whole.""]",aabb,4
824,"['What is an Epigram? A dwarfish whole,', 'Its body brevity, and wit its soul.']",aabb,2
825,"['DEAR COSMOPOLITAN,—I know', 'I should address you a Rondeau,', 'Or else announce what I ’ve to say', 'At least en Ballade fratriseé']",aabb,4
826,"['But No: for once I leave Gymnasticks,', 'And take to simple Hudibrasticks,', 'Why should I choose another Way,', 'When this was good enough for GAY?']",aabb,4
827,"['You love, my FRIEND, with me I think,', 'That Age of Lustre and of Link;', 'Of Chelsea China and long “s”es,', 'Of Bag-wigs and of flowered Dresses;']",aabb,4
828,"['That Age of Folly and of Cards,', 'Of Hackney Chairs and Hackney Bards;', '—No H-LTS, no K-G-N P-LS were then', 'Dispensing Competence to Men;']",aabb,4
829,"['The gentle Trade was left to Churls,', 'Your frowsy TONSONS and your CURLLS;', 'Mere Wolves in Ambush to attack', 'The AUTHOR in a Sheep-skin Back;']",aabb,4
830,"['Then SAVAGE and his Brother-Sinners', 'In Porridge Island div’d for Dinners;', 'Or doz’d on Covent Garden Bulks,', 'And liken’d Letters to the Hulks;—']",aabb,4
831,"['You know that by-gone Time, I say,', 'That aimless easy-moral’d Day,', 'When rosy Morn found MADAM still', 'Wrangling at Ombre or Quadrille,']",aabb,4
832,"['When good SIR JOHN reel’d Home to Bed,', ""From Pontack’s or the Shakespeare's’s Head;"", 'When TRIP convey’d his Master’s Cloaths,', 'And took his Titles and his Oaths;']",aabb,4
833,"['While BETTY, in a cast Brocade,', 'Ogled MY LORD at Masquerade;', 'When GARRICK play’d the guilty Richard,', 'Or mouth’d Macbeth with Mrs. PRITCHARD;']",aabb,4
834,"['When FOOTE grimaced his snarling Wit;', 'When CHURCHILL bullied in the Pit;', 'But there!', 'The further Catalogue I spare,']",aabb,4
835,"['Having no Purpose to eclipse', 'That tedious Tale of HOMER’S Ships;', 'This is the MAN that drew it all', 'From Pannier Alley to the Mall,']",aabb,4
836,"['Then turn’d and drew it once again', 'From Bird-Cage-Walk to Lewknor’s Lane;', 'Its Rakes and Fools, its Rogues and Sots;', 'Its brawling Quacks, its starveling Scots;']",aabb,4
837,"['Its Ups and Downs, its Rags and Garters,', 'Its HENLEYS, LOVATS, MALCOLMS, CHARTRES,', 'Its Splendor, Squalor, Shame, Disease;', 'Its quicquid agunt Homines;—']",aabb,4
838,"['Nor yet omitted to pourtray', 'Furens quid possit Foemina;—', 'In short, held up to ev’ry Class', 'NATURE’S unflatt’ring looking-Glass;']",aabb,4
839,"['And, from his Canvas, spoke to All', 'The Message of a JUVENAL.', 'Take Him. His Merits most aver:', 'His weak Point is—his Chronicler!']",aabb,4
840,"['Alike I hate to be your debtor,', 'Or write a mere perfunctory letter;', 'For letters, so it seems to me,', 'Our careless quintessence should be,']",aabb,4
841,"[""Our real nature's truant play"", ""When Consciousness looks t'other way;"", 'Not dropp by drop, with watchful skill,', ""Gathered in Art's deliberate still,""]",aabb,4
842,"[""But life's insensible completeness"", 'Got as the ripe grape gets its sweetness,', 'As if it had a way to fuse', 'The golden sunlight into juice.']",aabb,4
843,"['Hopeless my mental pump I try,', 'The boxes hiss, the tube is dry;', 'As those petroleum wells that spout', ""Awhile like M.C.'s, then give out,""]",aabb,4
844,"['My spring, once full as Arethusa,', ""Is a mere bore as dry's Creusa;"", ""And yet you ask me why I'm glum,"", 'And why my graver Muse is dumb.']",aabb,4
845,"[""Ah me! I've reasons manifold"", ""Condensed in one,-I'm getting old!"", 'When life, once past its fortieth year,', 'Wheels up its evening hemisphere,']",aabb,4
846,"[""The mind's own shadow, which the boy"", 'Saw onward point to hope and joy,', 'Shifts round, irrevocably set', ""Tow'rd morning's loss and vain regret,""]",aabb,4
847,"['And, argue with it as we will,', 'The clock is unconverted still.', ""'But count the gains,' I hear you say,"", ""'Which far the seeming loss out-weigh;""]",aabb,4
848,"[""Friendships built firm 'gainst flood and wind"", 'On rock foundations of the mind;', 'Knowledge instead of scheming hope;', 'For wild adventure, settled scope;']",aabb,4
849,"['Talents, from surface-ore profuse,', 'Tempered and edged to tools for use;', ""Judgment, for passion's headlong whirls;"", 'Old sorrows crystalled into pearls;']",aabb,4
850,"['Losses by patience turned to gains,', 'Possessions now, that once were pains;', ""Joy's blossom gone, as go it must,"", 'To ripen seeds of faith and trust;']",aabb,4
851,"['Why heed a snow-flake on the roof', 'If fire within keep Age aloof,', 'Though blundering north-winds push and strain', ""With palms benumbed against the pane?'""]",aabb,4
852,"[""My dear old Friend, you're very wise;"", ""We always are with others' eyes,"", ""And see _so_ clear! (our neighbor's deck on)"", ""What reef the idiot's sure to wreck on;""]",aabb,4
853,"[""Folks when they learn how life has quizzed 'em"", 'Are fain to make a shift with Wisdom,', 'And, finding she nor breaks nor bends,', 'Give her a letter to their friends.']",aabb,4
854,"[""Draw passion's torrent whoso will"", 'Through sluices smooth to turn a mill,', 'And, taking solid toll of grist,', 'Forget the rainbow in the mist,']",aabb,4
855,"['The exulting leap, the aimless haste', 'Scattered in iridescent waste;', 'Prefer who likes the sure esteem', ""To cheated youth's midsummer dream,""]",aabb,4
856,"['When every friend was more than Damon,', 'Each quicksand safe to build a fame on;', 'Believe that prudence snug excels', ""Youth's gross of verdant spectacles,""]",aabb,4
857,"[""Through which earth's withered stubble seen"", 'Looks autumn-proof as painted green,-', ""I side with Moses 'gainst the masses,"", 'Take you the drudge, give me the glasses!']",aabb,4
858,"['And, for your talents shaped with practice,', 'Convince me first that such the fact is;', 'Let whoso likes be beat, poor fool,', ""On life's hard stithy to a tool,""]",aabb,4
859,"['Be whoso will a ploughshare made,', 'Let me remain a jolly blade!', ""What's Knowledge, with her stocks and lands,"", ""To gay Conjecture's yellow strands?""]",aabb,4
860,"[""What's watching her slow flock's increase"", 'To ventures for the golden fleece?', 'What her deep ships, safe under lee,', ""To youth's light craft, that drinks the sea,""]",aabb,4
861,"['For Flying Islands making sail,', ""And failing where 'tis gain to fail?"", ""Ah me! Experience (so we're told),"", ""Time's crucible, turns lead to gold;""]",aabb,4
862,"[""Yet what's experience won but dross,"", 'Cloud-gold transmuted to our loss?', 'What but base coin the best event', 'To the untried experiment!']",aabb,4
863,"[""'Twas an old couple, says the poet,"", 'That lodged the gods and did not know it;', 'Youth sees and knows them as they were', ""Before Olympus' top was bare;""]",aabb,4
864,"[""From Swampscot's flats his eye divine"", 'Sees Venus rocking on the brine,', 'With lucent limbs, that somehow scatter a', 'Charm that turns Doll to Cleopatra;']",aabb,4
865,"['Bacchus (that now is scarce induced', ""To give Eld's lagging blood a boost),"", ""With cymbals' clang and pards to draw him,"", 'Divine as Ariadne saw him,']",aabb,4
866,"[""Storms through Youth's pulse with all his train"", 'And wins new Indies in his brain;', 'Apollo (with the old a trope,', 'A sort of finer Mister Pope),']",aabb,4
867,"['Apollo-but the Muse forbids:', 'At his approach cast down thy lids,', 'And think it joy enough to hear', 'Far off his arrows singing clear;']",aabb,4
868,"['He knows enough who silent knows', 'The quiver chiming as he goes;', ""He tells too much who e'er betrays"", ""The shining Archer's secret ways.""]",aabb,4
869,"[""Dear Friend, you're right and I am wrong;"", 'My quibbles are not worth a song,', 'And I sophistically tease', 'My fancy sad to tricks like these.']",aabb,4
870,"['I could not cheat you if I would;', 'You know me and my jesting mood,', 'Mere surface-foam, for pride concealing', 'The purpose of my deeper feeling.']",aabb,4
871,"['I have not spilt one dropp of joy', 'Poured in the senses of the boy,', 'Nor Nature fails my walks to bless', 'With all her golden inwardness;']",aabb,4
872,"['And as blind nestlings, unafraid,', 'Stretch up wide-mouthed to every shade', 'By which their downy dream is stirred,', 'Taking it for the mother-bird,']",aabb,4
873,"[""So, when God's shadow, which is light,"", 'Unheralded, by day or night,', 'My wakening instincts falls across,', 'Silent as sunbeams over moss,']",aabb,4
874,"[""In my heart's nest half-conscious things"", 'Stir with a helpless sense of wings,', 'Lift themselves up, and tremble long', 'With premonitions sweet of song.']",aabb,4
875,"['Be patient, and perhaps (who knows?)', 'These may be winged one day like those;', 'If thrushes, close-embowered to sing,', ""Pierced through with June's delicious sting;""]",aabb,4
876,"['If swallows, their half-hour to run', 'Star-breasted in the setting sun.', ""At first they're but the unfledged proem,"", 'Or songless schedule of a poem;']",aabb,4
877,"[""When from the shell they're hardly dry"", 'If some folks thrust them forth, must I?', 'But let me end with a comparison', ""Never yet hit upon by e'er a son""]",aabb,4
878,"['Of our American Apollo,', ""(And there's where I shall beat them hollow,"", ""If he indeed's no courtly St. John,"", 'But, as West said, a Mohawk Injun.)']",aabb,4
879,"[""A poem's like a cruise for whales:"", 'Through untried seas the hunter sails,', 'His prow dividing waters known', ""To the blue iceberg's hulk alone;""]",aabb,4
880,"['At last, on farthest edge of day,', 'He marks the smoky puff of spray;', 'Then with bent oars the shallop flies', 'To where the basking quarry lies;']",aabb,4
881,"['Then the excitement of the strife,', 'The crimsoned waves,-ah, this is life!', 'But, the dead plunder once secured', 'And safe beside the vessel moored,']",aabb,4
882,"['All that had stirred the blood before', 'Is so much blubber, nothing more,', '(I mean no pun, nor image so', 'Mere sentimental verse, you know,)']",aabb,4
883,"['And all is tedium, smoke, and soil,', 'In trying out the noisome oil.', 'Yes, this _is_ life! And so the bard', 'Through briny deserts, never scarred']",aabb,4
884,"[""Since Noah's keel, a subject seeks,"", 'And lies upon the watch for weeks;', 'That once harpooned and helpless lying,', 'What follows is but weary trying.']",aabb,4
885,"[""Now I've a notion, if a poet"", 'Beat up for themes, his verse will show it;', 'I wait for subjects that hunt me,', ""By day or night won't let me be,""]",aabb,4
886,"['And hang about me like a curse,', 'Till they have made me into verse,', 'From line to line my fingers tease', 'Beyond my knowledge, as the bees']",aabb,4
887,"['Build no new cell till those before', ""With limpid summer-sweet run o'er;"", 'Then, if I neither sing nor shine,', ""Is it the subject's fault, or mine?""]",aabb,4
888,"[""WHILE, born to bring the Muse's happier days,"", ""A patriot's hand protects a poet's lays,"", ""While nurs'd by you she sees her myrtles bloom,"", ""Green and unwither'd o'er his honour'd tomb;""]",aabb,4
889,"['Excuse her doubts, if yet she fears to tell', 'What secret transports in her bosom swell.', ""With conscious awe she hears the critic's fame,"", ""And blushing hides her wreath at Shakespeare's name.""]",aabb,4
890,"[""Hard was the lot those injur'd strains endur'd,"", ""Unown'd by Science, and by years obscur'd;"", ""Fair Fancy wept; and echoing sighs confess'd"", 'A fixt despair in every tuneful breast.']",aabb,4
891,"['Not with more grief the afflicted swains appear,', 'When wintry winds deform the plenteous year;', ""When ling'ring frosts the ruin'd seats invade"", ""Where Peace resorted, and the Graces play'd.""]",aabb,4
892,"['Each rising art by just gradation moves,', 'Toil builds on toil and age on age improves:', 'The Muse alone unequal dealt her rage,', ""And grac'd with noblest pomp her earliest stage.""]",aabb,4
893,"[""Preserv'd through time, the speaking scenes impart"", ""Each changeful wish of Phædra's tortured heart;"", ""Or paint the curse that mark'd the Theban's (1) reign,"", 'A bed incestuous, and a father slain.']",aabb,4
894,"[""With kind concern our pitying eyes o'erflow;"", ""Trace the sad tale and own another's woe."", ""To Rome remov'd, with wit secure to please,"", 'The comic Sisters kept their native ease;']",aabb,4
895,"['With jealous fear, declining Greece beheld', ""Her own Menander's art almost excell'd;"", ""But every Muse essay'd to raise in vain"", ""Some labour'd rival of her tragic strain:""]",aabb,4
896,"[""Illyssus' laurels, though transferr'd with toil,"", ""Droop'd their fair leaves, nor knew the unfriendly soil."", ""As Arts expir'd, resistless Dullness rose;"", ""Goths, priests, or Vandals—all were Learning's foes,""]",aabb,4
897,"[""Till Julius (2) first recall'd each exil'd maid;"", 'And Cosmo owned them in the Etrurian shade:', ""Then, deeply skill'd in love's engaging theme,"", ""The soft Provençal pass'd to Arno's stream:""]",aabb,4
898,"['With graceful ease the wanton lyre he strung;', ""Sweet flow'd the lays—but love was all he sung."", 'The gay description could not fail to move;', 'For, led by Nature, all are friends to love.']",aabb,4
899,"['But Heaven, still various in its works, decreed', 'The perfect boast of time should last succeed.', 'The beauteous union must appear at length,', 'Of Tuscan fancy, and Athenian strength:']",aabb,4
900,"[""One greater Muse Eliza's reign adorn,"", 'And even a Shakespeare to her fame be born!', ""Yet ah! so bright her morning's opening ray,"", ""In vain our Britain hop'd an equal day!""]",aabb,4
901,"['No second growth the western isle could bear,', 'At once exhausted with too rich a year.', ""Too nicely Jonson knew the critic's part;"", 'Nature in him was almost lost in art.']",aabb,4
